name,positions,rating,club,league,nationality
Scott Flinders,GK,60,Mansfield Town,EFL League One,England
Moritz Flotho,ST,60,Wehen Wiesbaden,3. Liga,Germany
Taylor Foran,CB,60,Bromley FC,EFL League Two,England
Juan Foronda,GK,60,Universitario,Sudamericana,Bolivia
Fraga,GK,60,Real Sociedad,LALIGA EA SPORTS,Spain
Alex Franco,RM;CM;RW,60,Olimpia,Sudamericana,Paraguay
Victor Froholdt,CM;LW,60,F.C. København,3F Superliga,Denmark
Rory Gaffney,ST,60,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland
Paolo Garcia,GK,60,Universitario,Sudamericana,Bolivia
Marcel Gąsior,CDM;CM,60,Motor Lublin,PKO BP Ekstraklasa,Poland
Fryderyk Gerbowski,CM;RM;RB,60,Stal Mielec,PKO BP Ekstraklasa,Poland
Ciaran Gilligan,CM;CDM,60,Burton Albion,EFL League One,Republic of Ireland
Jason Gnakpa,CDM;CB,60,Yverdon Sport FC,CSSL,France
Josh Gordon,ST,60,Walsall,EFL League Two,England
Matteo Grandi,GK,60,Venezia,Serie A Enilive,Italy
Leon Grgić,ST,60,SK Sturm Graz,Ö. Bundesliga,Austria
Shane Griffin,CB;LB,60,Shelbourne,SSE Airtricity PD,Republic of Ireland
Daniel Azevedo,GK,60,Casa Pia AC,Liga Portugal,Portugal
Tom Grivosti,CB,60,St. Pats,SSE Airtricity PD,England
Gu Bin,CM;CDM,60,Zhejiang Pro,CSL,China PR
Javier Guerra,RB;RM,60,Nacional Potosí,Sudamericana,Bolivia
Michał Gurgul,CB;LB,60,Lech Poznań,PKO BP Ekstraklasa,Poland
Szilárd Gyenge,GK,60,Sepsi OSK,SUPERLIGA,Romania
Justin Haak,CB;CDM;CM,60,New York City FC,MLS,United States
Antwoine Hackford,ST,60,Port Vale,EFL League Two,England
Bakary Haidara,CB,60,KVC Westerlo,1A Pro League,Côte d'Ivoire
Julian Halwachs,CDM,60,TSV Hartberg,Ö. Bundesliga,Austria
Ezequiel Ham,CM;CDM,60,Ind. Rivadavia,Primera División,Syria
Jack Hamilton,GK,60,Ross County,Scottish Prem,Scotland
Hamza Haoudi,LW;CM;LM,60,Frosinone,Serie BKT,Italy
Sam Hart,LB;CB,60,Port Vale,EFL League Two,England
Oliver Hawkins,ST;CB,60,Gillingham,EFL League Two,England
Abdulelah Hawsawi,CM,60,Al Ittihad,ROSHN Saudi League,Saudi Arabia
He Yupeng,RB;LB,60,Beijing FC,CSL,China PR
Lucas Hedlund,ST,60,GAIS,Allsvenskan,Sweden
Konstantin Heide,GK,60,Unterhaching,3. Liga,Germany
Tim Heike,ST;RM,60,FC Ingolstadt 04,3. Liga,Germany
Bryan Hein,LB;LM,60,Jahn Regensburg,Bundesliga 2,Germany
Matías Hernandez,ST,60,San Lorenzo,Libertadores,Argentina
Mateo Hernández,CM;RM,60,Real Tomayapo,Sudamericana,Argentina
Elvis Hernández,CB,60,Coquimbo Unido,Sudamericana,Argentina
Alexander Hernández,CM,60,Racing Club,Sudamericana,Uruguay
Daniel Herrera,CB;RB,60,San Lorenzo,Libertadores,Argentina
David Hickson,LB;RB,60,KFUM-Kameratene,Eliteserien,Norway
Marino Hinestroza,LW;CAM;LM,60,Atl. Nacional,Liga Colombia,Colombia
Jens Hjertø-Dahl,CM,60,Tromsø IL,Eliteserien,Norway
Jannik Hofmann,RB;RM;RW,60,1. FC Nürnberg,Bundesliga 2,Germany
Corey Hollman,CDM,60,Sydney FC,A-League,Australia
Josh Honohan,CB;LB;RB,60,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland
Grant Horton,CB;RB,60,Waterford,SSE Airtricity PD,England
Mark Howard,GK,60,Wrexham,EFL League One,England
Sam Howes,GK,60,Leyton Orient,EFL League One,England
Šimun Hrgović,LB;LM,60,Hajduk Split,Liga Hrvatska,Croatia
Hu Jiali,CDM;CM,60,Cangzhou FC,CSL,China PR
Kyle Hudlin,ST,60,Newport County,EFL League Two,England
Ben Hüning,CB,60,B. Dortmund II,3. Liga,Germany
Ashley Hunter,LM;LW,60,Accrington,EFL League Two,England
Kyle Hurst,LM;LW,60,Doncaster,EFL League Two,England
Reece Hutchinson,LB,60,Sligo Rovers,SSE Airtricity PD,England
Nathan Huygevelde,CM;CAM,60,KV Kortrijk,1A Pro League,Belgium
Luka Hyryläinen,CDM;CM,60,SSV Ulm 1846,Bundesliga 2,Finland
Mehmet Ibrahimi,CAM;RM,60,Blau-Weiss Linz,Ö. Bundesliga,Germany
Luis Idjakovic,GK,60,SV Sandhausen,3. Liga,Germany
Stanis Idumbo,CAM;LM;RM,60,Sevilla FC,LALIGA EA SPORTS,Belgium
Denys Ignatenko,GK,60,Dynamo Kyiv,Ukrayina Liha,Ukraine
Milan Iloski,ST,60,FC Nordsjælland,3F Superliga,United States
Joachim Imbrechts,GK,60,R. Union St.-G.,1A Pro League,Sweden
Felix Irorere,CB,60,B. Dortmund II,3. Liga,Germany
Baptiste Isola,CDM;CM,60,Grenoble Foot 38,Ligue 2 BKT,France
Jacob Jackson,GK,60,SJ Earthquakes,MLS,United States
Imam Jagne,CM,60,Mjällby AIF,Allsvenskan,Sweden
Andres Jasson,RM;LM;RB;RW,60,AaB,3F Superliga,United States
Lenn Jastremski,ST,60,Unterhaching,3. Liga,Germany
Håvar Grøntvedt Jenssen,GK,60,Fredrikstad FK,Eliteserien,Norway
Jeon Jin Woo,LM;LW;CAM,60,Jeonbuk Hyundai,K League 1,Korea Republic
Jeong Ji Yong,LM;LW;ST,60,GwangJu FC,K League 1,Korea Republic
Luke Jephcott,ST,60,Newport County,EFL League Two,Wales
Niklas Jessen,RB;CM,60,B. Dortmund II,3. Liga,Germany
Ji Eon Hak,CAM;CM,60,Incheon United,K League 1,Korea Republic
Lucas Hägg Johansson,GK,60,Brommapojkarna,Allsvenskan,Sweden
Carl Johnston,RB;LB,60,Fleetwood Town,EFL League Two,Northern Ireland
Louis Jones,GK,60,Waterford,SSE Airtricity PD,England
Janis Juckel,CM;CDM,60,Energie Cottbus,3. Liga,Germany
Junior Zé,LM;LW,60,FC Basel 1893,CSSL,Switzerland
Ali Kabacalman,CDM,60,FC Sion,CSSL,Switzerland
Vishal Kaith,GK,60,Mohun Bagan SG,ISL,India
Sergio Kalaj,CB,60,Frosinone,Serie BKT,Albania
Berat Kalkan,LM;LW,60,Kasımpaşa,Trendyol Süper Lig,North Macedonia
Yahya Kalley,LB,60,IFK Norrköping,Allsvenskan,Sweden
Jimmy Kaparos,CDM;CM,60,Rot-Weiss Essen,3. Liga,Holland
Yusuf Karagöz,GK,60,Alanyaspor,Trendyol Süper Lig,Turkey
Hlynur Freyr Karlsson,CB,60,Brommapojkarna,Allsvenskan,Iceland
Markus Karlsson,RB;CB;CDM,60,Hammarby IF,Allsvenskan,Sweden
Al-Amin Kazeem,LB,60,St. Pats,SSE Airtricity PD,England
Fiacre Kelleher,CB,60,Colchester,EFL League Two,Republic of Ireland
Daniel Kelly,RM;LM;RW,60,Derry City,SSE Airtricity PD,Republic of Ireland
Jimmy Keohane,RB;CM;LB,60,Galway United,SSE Airtricity PD,Republic of Ireland
Maciej Kikolski,GK,60,Radomiak Radom,PKO BP Ekstraklasa,Poland
Kim Min Seok,LW;RM;LM,60,Incheon United,K League 1,Korea Republic
Kim Kyung Joon,ST;RW;CAM,60,Gimcheon Sangmu,K League 1,Korea Republic
Kim Gyeong Min,ST;RW,60,Gangwon FC,K League 1,Korea Republic
Kim Ji Hyun,ST;RW;LW,60,Ulsan Hyundai,K League 1,Korea Republic
Benjamin Kimpioka,ST,60,St. Johnstone,Scottish Prem,Sweden
Rayan Kolli,ST;LM;LW,60,QPR,EFL Championship,Algeria
Hugo Komano,ST,60,Yverdon Sport FC,CSSL,France
Yunus Emre Konak,CDM;CM,60,Brentford,Premier League,Turkey
Richard Koné,ST,60,Wycombe,EFL League One,Côte d'Ivoire
Koo Ja Cheol,CM;CAM,60,Jeju United,K League 1,Korea Republic
Eray Korkmaz,RB;CB,60,Çaykur Rizespor,Trendyol Süper Lig,Turkey
Kevin Kouassivi-Benissan,RB;RM,60,HJK Helsinki,Finnliiga,Finland
Henri Koudossou,RM;RB;RW,60,FC Augsburg,Bundesliga,Germany
Albin Krasniqi,RW;ST;RM,60,FC Winterthur,CSSL,Switzerland
Jonas Krumrey,GK,60,Lyngby BK,3F Superliga,Germany
Kalifa Kujabi,CM,60,FC Hermannstadt,SUPERLIGA,Gambia
Dave Kwakman,CM;CDM;CB,60,AZ,Eredivisie,Holland
Max Lamby,LB,60,Unterhaching,3. Liga,Germany
Johan Lara,GK,60,U. Católica,Sudamericana,Ecuador
Juan Larios,LB,60,Southampton,Premier League,Spain
Gabriel Lazăr,CB,60,Unirea Slobozia,SUPERLIGA,Romania
Kian Leavy,CAM;CM;RM,60,St. Pats,SSE Airtricity PD,Republic of Ireland
Harry Lee,GK,60,Exeter City,EFL League One,England
Li Hong,CB;LB,60,Cangzhou FC,CSL,China PR
Kristian Lien,ST,60,Kristiansund BK,Eliteserien,Norway
Marcus Linday,CM,60,Västerås SK,Allsvenskan,Sweden
Wojciech Lisowski,RB;CB,60,Pogoń Szczecin,PKO BP Ekstraklasa,Poland
Liu Ruofan,ST;RM,60,Wuhan Three Towns,CSL,China PR
George Lloyd,ST,60,Shrewsbury,EFL League One,England
Aboubacar Lô,CB;RB,60,FC Metz,Ligue 2 BKT,Senegal
Kyran Lofthouse,RB,60,Barnsley,EFL League One,England
Albin Lohikangas,LB,60,IFK Värnamo,Allsvenskan,Sweden
Lorenzo Lonardi,CM;CDM;CB,60,Südtirol,Serie BKT,Italy
Alessandro Lopane,CM;RM;LM,60,Melbourne City,A-League,Australia
Joan López,GK,60,IDV,Libertadores,Ecuador
Carlos López,GK,60,Málaga CF,LALIGA HYPERMOTION,Spain
Evan Louro,GK,60,FC Cincinnati,MLS,United States
Donald Love,RB;CDM,60,Accrington,EFL League Two,Scotland
Matty Lund,CM;CDM,60,Salford City,EFL League Two,Northern Ireland
Alexander Lundin,GK,60,Mjällby AIF,Allsvenskan,Sweden
JJ Lunney,CM;CDM,60,Shelbourne,SSE Airtricity PD,Republic of Ireland
Luo Xin,LB;RB;CB,60,Nantong Zhiyun FC,CSL,China PR
Alexander Lyng,RW;RM,60,Sønderjyske,3F Superliga,Denmark
Othmane Maamma,RM;RW,60,Montpellier,Ligue 1 McDonald's,Morocco
Lewis Macari,CB;RB,60,Notts County,EFL League Two,Scotland
Shaun MacDonald,GK,60,Exeter City,EFL League One,England
Sebastian Madejski,GK,60,Cracovia,PKO BP Ekstraklasa,Poland
Mohammad Mahmoud,ST,60,SV Elversberg,Bundesliga 2,Germany
Archie Mair,GK,60,Norwich,EFL Championship,Scotland
Elias Maluvunu,RM;LM;RW,60,FC Winterthur,CSSL,Switzerland
Josh March,ST,60,Harrogate Town,EFL League Two,England
Max Marie,CAM;CM,60,Braunschweig,Bundesliga 2,Germany
Carlos Marín,GK,60,Córdoba CF,LALIGA HYPERMOTION,Spain
Anthony Markanich,LB;LM,60,Minnesota United,MLS,United States
Sascha Marquet,ST,60,Aleman. Aachen,3. Liga,Germany
José Martínes,ST;RW;RM,60,Always Ready,Sudamericana,Bolivia
João Peglow,LW;LM,60,Radomiak Radom,PKO BP Ekstraklasa,Brazil
Keres Masangu,CDM;CM;RB,60,FCV Dender EH,1A Pro League,Belgium
Luke Matheson,RB,60,Bolton,EFL League One,England
Emmanuele Matino,CB;RB,60,Bari,Serie BKT,Italy
Jamille Matt,ST,60,Walsall,EFL League Two,Jamaica
Iba May,CDM;RB;CM,60,Austria Klagenfurt,Ö. Bundesliga,Germany
Eliezer Mayenda,ST,60,Sunderland,EFL Championship,Spain
Adam McDonnell,CDM,60,Bohemians,SSE Airtricity PD,Republic of Ireland
Oisín McEntee,CDM;CB;CM,60,Walsall,EFL League Two,Republic of Ireland
Tom McGill,GK,60,MK Dons,EFL League Two,Canada
Sean McGurk,CAM;LM,60,Swindon Town,EFL League Two,England
James McManus,CDM,60,Bohemians,SSE Airtricity PD,Republic of Ireland
Adedire Mebude,RW;RM,60,KVC Westerlo,1A Pro League,Scotland
Henrik Meister,ST,60,Stade Rennais FC,Ligue 1 McDonald's,Denmark
Jorge Mejía,GK,60,Nacional Potosí,Sudamericana,Bolivia
Rodrigo Melgarejo,CB,60,Cerro Porteño,Libertadores,Paraguay
Marco Meli,CAM;RW,60,SS Juve Stabia,Serie BKT,Italy
Tomás Mendes,CM;CDM,60,D. Alavés,LALIGA EA SPORTS,Spain
Diego Méndez,CB;CM;RB,60,Rayo Vallecano,LALIGA EA SPORTS,Spain
Nobel Mendy,LB;CB,60,Real Betis,LALIGA EA SPORTS,France
Chris Merrie,CM;CDM,60,Tranmere Rovers,EFL League Two,England
Ignacio Mesina,CB;RB,60,Coquimbo Unido,Sudamericana,Chile
Patrick Metcalfe,RB,60,Fredrikstad FK,Eliteserien,Canada
Loris Mettler,CM,60,Sandefjord,Eliteserien,Switzerland
Leandro Meza,CM,60,Club Nacional,Sudamericana,Paraguay
Nicolás Meza,CM,60,Palestino,Libertadores,Chile
Oualid Mhamdi,RB;CB,60,Fürth,Bundesliga 2,Morocco
Ole Erik Midtskogen,ST,60,Odds BK,Eliteserien,Norway
Hilmir Rafn Mikaelsson,ST,60,Kristiansund BK,Eliteserien,Iceland
Paul Milde,RB;LB;RM,60,Energie Cottbus,3. Liga,Germany
Ross Millen,RB,60,Morecambe,EFL League Two,Scotland
César Miño,ST;CAM,60,Guaraní,Sudamericana,Paraguay
Filippo Missori,RB,60,Sassuolo,Serie BKT,Italy
Max Moerstedt,ST,60,TSG Hoffenheim,Bundesliga,Germany
Zane Monlouis,CB,60,Arsenal,Premier League,Jamaica
Bader Monshi,CDM;CM,60,Damac FC,ROSHN Saudi League,Saudi Arabia
Axel Montaña,CAM,60,Danubio,Sudamericana,Uruguay
Romain Montiel,ST,60,FC Martigues,Ligue 2 BKT,France
Stuart Moore,GK,60,Morecambe,EFL League Two,England
Luís Henrique,GK,60,Boavista FC,Liga Portugal,Brazil
Santiago Morales,CB;LB,60,Sarmiento,Primera División,Argentina
Alan Morinigo,LM;LW,60,Olimpia,Sudamericana,Argentina
Sander Risan Mørk,CM;CDM,60,Sandefjord,Eliteserien,Norway
Callum Morton,ST;LM;LW,60,Northampton,EFL League One,England
Arash Motaraghebjafarpour,RB,60,Kalmar FF,Allsvenskan,Sweden
Nikolas Muci,ST,60,GC Zürich,CSSL,Switzerland
Zakaria Mugeese,LW;ST;LM,60,Odds BK,Eliteserien,Ghana
Joshua Mukeh,CB,60,FC Utrecht,Eredivisie,Holland
Josh Mulligan,CM;RM;RB,60,Dundee FC,Scottish Prem,Scotland
Leonhard Münst,CM;CAM,60,VfB Stuttgart II,3. Liga,Germany
Andreas Murbeck,CB,60,IK Sirius,Allsvenskan,Sweden
Adam Murphy,CM,60,Bristol City,EFL Championship,Republic of Ireland
Fraser Murray,LM;LB;RM;LW,60,Kilmarnock,Scottish Prem,Scotland
Ange Caumenan N'Guessan,CB;RB,60,Torino,Serie A Enilive,France
Ilyes Najim,LM;LW,60,SM Caen,Ligue 2 BKT,France
Nan Song,RM;CM;RW,60,SZ Peng City,CSL,China PR
Noah Nartey,CM,60,Brøndby IF,3F Superliga,Denmark
Marcos Navarro,LB,60,Levante UD,LALIGA HYPERMOTION,Spain
Ezequiel Naya,ST,60,Sarmiento,Primera División,Argentina
Mbaye Ndiaye,RW;LW;RM,60,Motor Lublin,PKO BP Ekstraklasa,Senegal
Ionuț Neagu,CDM;CM,60,SC Oțelul Galați,SUPERLIGA,Romania
Manfredi Nespola,GK,60,Palermo,Serie BKT,Italy
Josh Neufville,LM;RM;LW,60,AFC Wimbledon,EFL League Two,England
Jonas Nickisch,GK,60,1. FC Köln,Bundesliga 2,Germany
Niklas Niehoff,ST;RW,60,VfL Osnabrück,3. Liga,Germany
Severin Nioule,LW;RW;LM,60,BK Häcken,Allsvenskan,Côte d'Ivoire
Tom Nixon,RB;LB,60,Doncaster,EFL League Two,England
Nahuel Noll,GK,60,Fürth,Bundesliga 2,Germany
Runar Norheim,LB;CM,60,Tromsø IL,Eliteserien,Norway
Jahce Tyler Novello,ST;CAM,60,Cosenza,Serie BKT,Australia
Frédéric Nsabiyumva,CB,60,Västerås SK,Allsvenskan,Burundi
Patrick Nuamah,CM;CAM,60,Brescia,Serie BKT,Italy
Franklin Nyenetue,LW;ST;LM,60,Kristiansund BK,Eliteserien,Norway
John O'Sullivan,RM;CM;RW,60,Shelbourne,SSE Airtricity PD,Republic of Ireland
Timon Obermeier,CB,60,Unterhaching,3. Liga,Germany
Nikolay Obolskiy,ST,60,Córdoba CF,LALIGA HYPERMOTION,Russia
Jonas Oehmichen,CAM;CM;ST,60,Dynamo Dresden,3. Liga,Germany
Isaac Ogundere,RB,60,AFC Wimbledon,EFL League Two,England
Mazeed Ogungbo,LB;CB,60,Barrow,EFL League Two,Republic of Ireland
Oh In Pyo,RM;RB;RW,60,Gimcheon Sangmu,K League 1,Korea Republic
Nicolas-Bernd Oliveira,LB;RB,60,Hamburger SV,Bundesliga 2,Germany
Giacomo Olzer,CAM,60,Brescia,Serie BKT,Italy
Leon Opitz,LM;LW,60,SV Werder Bremen,Bundesliga,Germany
Leo Oppermann,GK,60,Arminia Bielefeld,3. Liga,Germany
Nils Ortel,LB;RB,60,Unterhaching,3. Liga,Germany
Fynn Otto,CB,60,SC Verl,3. Liga,Germany
Mohamed Ouédraogo,LB,60,SCR Altach,Ö. Bundesliga,Burkina Faso
Mansour Ouro-Tagba,ST;LM,60,Jahn Regensburg,Bundesliga 2,Togo
Ignacio Pacheco,CDM;CM,60,Cobresal,Libertadores,Chile
Édgar Páez,ST,60,Cerro Porteño,Libertadores,Paraguay
Yaw Paintsil,LB;LM,60,Tromsø IL,Eliteserien,Norway
Kamil Pajnowski,CB,60,Stal Mielec,PKO BP Ekstraklasa,Poland
Ash Palmer,CB,60,Chesterfield,EFL League Two,England
Seb Palmer-Houlden,ST;LM,60,Dundee FC,Scottish Prem,England
Kevor Palumets,CM;CDM;CAM,60,HJK Helsinki,Finnliiga,Estonia
Mats Pannewig,CM;CDM;CAM,60,VfL Bochum 1848,Bundesliga,Germany
Park Dae Won,CB;LB,60,Gimcheon Sangmu,K League 1,Korea Republic
Park Sang Hyuk,ST;LW,60,Gimcheon Sangmu,K League 1,Korea Republic
Park Jin Seong,LB;LM,60,Daejeon,K League 1,Korea Republic
Felix Paschke,CM;CAM,60,B. Dortmund II,3. Liga,Germany
Alem Pasic,CB,60,Blau-Weiss Linz,Ö. Bundesliga,Austria
Sebastian Pasquali,CM;CDM,60,Western United,A-League,Australia
Michael Pavlović,LB,60,FC Botoșani,SUPERLIGA,Slovenia
Luca Pazourek,RB,60,FK Austria Wien,Ö. Bundesliga,Austria
Mateo Peralta,CM;CAM,60,Danubio,Sudamericana,Uruguay
Michał Perchel,GK,60,Puszcza,PKO BP Ekstraklasa,Poland
Marco Perchtold,CDM;CM,60,Grazer AK,Ö. Bundesliga,Austria
Mateo Pérez,CB,60,Banfield,Primera División,Argentina
Jakob V. Persson,RB;CB,60,IK Sirius,Allsvenskan,Sweden
Thiago Perugini,ST,60,San Lorenzo,Libertadores,Argentina
Diogo Monteiro,CB,60,Leeds United,EFL Championship,Portugal
Tailson,RW;LW;LM;RM,60,Politehnica Iași,SUPERLIGA,Brazil
Marco Pissardo,GK,60,Bari,Serie BKT,Italy
James Plant,LB;RB;CM,60,Port Vale,EFL League Two,England
Leon Pöhls,GK,60,Shamrock Rovers,SSE Airtricity PD,Germany
Simon Power,RM;LM;RW,60,Sligo Rovers,SSE Airtricity PD,Republic of Ireland
Álex Primo,GK,60,Levante UD,LALIGA HYPERMOTION,Spain
August Priske,ST;RW,60,Djurgårdens IF,Allsvenskan,Denmark
Ralph Priso,CDM;CM,60,Whitecaps FC,MLS,Canada
Eduard Probst,ST,60,SC Verl,3. Liga,Germany
Jeffry Puriël,LM;ST;RM;LW,60,Almere City FC,Eredivisie,Holland
Tymur Puzankov,GK,60,Shakhtar Donetsk,Ukrayina Liha,Ukraine
Kevin Pytlik,CB;RB;LB,60,Viktoria Köln,3. Liga,Poland
Fabricio Quaglio,LB;LM,60,The Strongest,Libertadores,Bolivia
Joe Quigley,ST,60,Chesterfield,EFL League Two,Republic of Ireland
Ghjuvanni Quilichini,GK,60,AC Ajaccio,Ligue 2 BKT,France
Asish Rai,RM;RB;RW,60,Mohun Bagan SG,ISL,India
Dorian Răilean,GK,60,FC Gloria Buzău,SUPERLIGA,Moldova
Pedro David Ramírez,RB;RM;LB,60,Dep. Riestra,Primera División,Argentina
Kevin Rauhut,GK,60,Viktoria Köln,3. Liga,Germany
Hugo Redón,CM;CDM,60,Levante UD,LALIGA HYPERMOTION,Spain
Josh Reid,LB,60,Ross County,Scottish Prem,Scotland
Charlie Reilly,LM;RM;ST;LW,60,Dundee FC,Scottish Prem,Scotland
Jay Rich-Baghuelou,CB;LB,60,Accrington,EFL League Two,Australia
Lewis Richards,LB;CB,60,Bradford City,EFL League Two,Republic of Ireland
Lewis Richardson,ST,60,Burnley,EFL Championship,England
Axl Ríos,CDM;CB,60,Everton,Sudamericana,Chile
Sascha Risch,LM;LB;LW,60,Dynamo Dresden,3. Liga,Germany
Armando Rivas,ST,60,Caracas FC,Libertadores,Venezuela
Paulo Riveros,CAM;CM,60,Olimpia,Sudamericana,Paraguay
Andrea Rizzo Pinna,CM,60,Cosenza,Serie BKT,Italy
Finlay Robertson,CM;RM;CDM,60,Dundee FC,Scottish Prem,Scotland
Roh Kyung Ho,ST;CM;CDM,60,Suwon FC,K League 1,Korea Republic
Jack Roles,CM;CAM;LM,60,Crawley Town,EFL League One,Cyprus
Iván Román,CB,60,Palestino,Libertadores,Chile
Gastón Romano,CM,60,FC Botoșani,SUPERLIGA,Argentina
Tomás Romero,GK,60,New York City FC,MLS,El Salvador
Sergi Rosanas,RB,60,Sparta Rotterdam,Eredivisie,Spain
Lachlan Rose,ST;RM,60,Newcastle Jets,A-League,Australia
Liam Rose,CDM;RB;CM,60,Macarthur FC,A-League,Australia
Oliver Ross,CAM;ST,60,AaB,3F Superliga,Denmark
Håkon Røsten,CB,60,Rosenborg BK,Eliteserien,Norway
Filip Rózga,RW;LW;CAM;RM,60,Cracovia,PKO BP Ekstraklasa,Poland
Matías Ruiz Díaz,RB,60,Ind. Rivadavia,Primera División,Argentina
Tivonge Rushesha,CDM;CM;RB,60,Reading,EFL League One,Zimbabwe
Franco Saavedra,LB,60,Talleres,Libertadores,Argentina
Juan Salcedo,CM;CDM,60,S. Trinidense,Sudamericana,Paraguay
Adam Saldaña,CDM;CM,60,KFUM-Kameratene,Eliteserien,United States
Salvador Sánchez,CB,60,Coquimbo Unido,Sudamericana,Argentina
Kevin Sánchez,ST;RW;CAM,60,RC Deportivo,LALIGA HYPERMOTION,Spain
Facundo Sanguinetti,GK,60,Banfield,Primera División,Argentina
Tom Sanne,ST,60,Hannover 96 II,3. Liga,Germany
Sam Sargeant,GK,60,Waterford,SSE Airtricity PD,England
Jean Franco Sarmiento,ST;CAM,60,Radomiak Radom,PKO BP Ekstraklasa,Colombia
Gianluca Saro,GK,60,Cremonese,Serie BKT,Italy
Mathias Dahl Sauer,CM,60,FK Haugesund,Eliteserien,Denmark
Mathieu Scalet,CDM,60,Motor Lublin,PKO BP Ekstraklasa,France
Julius Schell,CB,60,Aleman. Aachen,3. Liga,Germany
Tjark Scheller,CB,60,SC Paderborn 07,Bundesliga 2,Germany
Maximilian Schmid,ST;RW,60,1. FC Köln,Bundesliga 2,Germany
Jakob Schöller,CB,60,SK Rapid,Ö. Bundesliga,Austria
Thorsten Schriebl,CM,60,Grazer AK,Ö. Bundesliga,Austria
Arne Schulz,GK,60,SC Paderborn 07,Bundesliga 2,Germany
Dante Sealy,LM;RM;LW,60,FC Dallas,MLS,United States
Djiby Seck,LM;LW,60,KV Kortrijk,1A Pro League,Senegal
Simon Seidl,CM;CAM;RM,60,Blau-Weiss Linz,Ö. Bundesliga,Austria
Ismaël Séoné,ST,60,FK Haugesund,Eliteserien,Burkina Faso
Liam Shephard,RB;CB,60,Salford City,EFL League Two,Wales
Jack Shepherd,CB,60,Bradford City,EFL League Two,England
Shi Liang,CDM;CM,60,Meizhou Hakka FC,CSL,China PR
Shin Chang Moo,LM;ST;LW,60,GwangJu FC,K League 1,Korea Republic
Kevin Silva,CB,60,Rosario Central,Libertadores,Argentina
Toby Sims,RB,60,Harrogate Town,EFL League Two,England
Emanuel Sittaro,GK,60,Instituto,Primera División,Argentina
Håkon Sjåtil,RB,60,Kristiansund BK,Eliteserien,Norway
Herman Sjögrell,RW;ST;RM,60,IK Sirius,Allsvenskan,Sweden
David Skubl,GK,60,Wolfsberger AC,Ö. Bundesliga,Austria
Jordan Slew,LM;ST;LW,60,Morecambe,EFL League Two,England
Tyger Smalls,RW;LW;RM,60,Charlotte FC,MLS,England
Scott Smith,CM;CDM,60,Wigan Athletic,EFL League One,Wales
Matty Smith,ST;LW,60,Shelbourne,SSE Airtricity PD,Scotland
Oisin Smyth,CAM;CM,60,St. Mirren,Scottish Prem,Northern Ireland
Birnir Snær Ingason,LM;LW,60,Halmstads BK,Allsvenskan,Iceland
Yann Songo'o,CDM;CB,60,Morecambe,EFL League Two,Cameroon
Luca Sonzogni,GK,60,Mantova,Serie BKT,Italy
Marin Soticek,RW;LW;RM,60,FC Basel 1893,CSSL,Croatia
Ibrahima Sow,ST,60,Sevilla FC,LALIGA EA SPORTS,Senegal
Omar Sowunmi,CB,60,Bromley FC,EFL League Two,England
Finn Stam,CB;LB,60,FC Groningen,Eredivisie,Holland
Dimitrios Stamatakis,GK,60,CA Osasuna,LALIGA EA SPORTS,Greece
Aleksandar Stanković,CDM;CB,60,FC Luzern,CSSL,Serbia
Dominik Steczyk,ST;RM;LM,60,SC Verl,3. Liga,Poland
Harry Steele,CM;CDM,60,Central Coast,A-League,Australia
Michael Stickland,CB,60,Reading,EFL League One,England
Nikola Stojiljković,ST,60,Al Kholood,ROSHN Saudi League,Serbia
Chris Stokes,CB,60,Barrow,EFL League Two,England
Josh Stones,ST,60,Wigan Athletic,EFL League One,England
Sun Guowen,LB;LM,60,Zhejiang Pro,CSL,China PR
Dominik Szala,RB;CB,60,Górnik Zabrze,PKO BP Ekstraklasa,Poland
Gergő Szécsi,GK,60,Ferencvárosi TC,Magyar Liga,Hungary
Joel Tabiner,CM;CAM,60,Crewe Alexandra,EFL League Two,England
Ilias Takidine,RM;CAM;RW,60,RKC Waalwijk,Eredivisie,Belgium
James Talbot,GK,60,Bohemians,SSE Airtricity PD,Republic of Ireland
Ignacio Tapia,CAM,60,Belgrano,Sudamericana,Argentina
Dragoș Tescan,RM;LM;RW,60,FC Gloria Buzău,SUPERLIGA,Romania
Simon Thomas,GK,60,Tromsø IL,Eliteserien,Canada
Tian Yinong,CDM;CM,60,SZ Peng City,CSL,China PR
Nicolás Tolosa,LB,60,Barracas Central,Primera División,Argentina
Félix Tomi,RM;ST;RW,60,SC Bastia,Ligue 2 BKT,France
Fabio Torsiello,ST,60,SV Darmstadt 98,Bundesliga 2,Italy
Alex Tóth,RB;CDM,60,Ferencvárosi TC,Magyar Liga,Hungary
Richie Towell,CM;RW,60,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland
Nick Townsend,GK,60,Newport County,EFL League Two,Antigua and Barbuda
Garrison Tubbs,CB,60,D.C. United,MLS,United States
David Tutonda,LB,60,Morecambe,EFL League Two,Congo DR
Nik Tzanev,GK,60,Northampton,EFL League One,New Zealand
Cem Üstündag,CDM;CM,60,WSG Tirol,Ö. Bundesliga,Austria
Connor van den Berg,GK,60,Willem II,Eredivisie,Holland
